name,move_sec,length,speed_kmh,move_to_ts_name,self_ts_name,self_busy_sec
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602121221
НАП(на_2П),18,376.0,75.2,1-9СП(к),НАП(к),1602121953
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1602127684
НАП(на_1П),40,376.0,33.84,1-9СП(к),НАП(к),1602129858
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602132164
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1602133399
НАП(на_2П),40,376.0,33.84,1-9СП(к),НАП(к),1602136783
НАП(на_2П),29,376.0,46.6759,1-9СП(к),НАП(к),1602140477
НАП(на_2П),31,376.0,43.6645,1-9СП(к),НАП(к),1602147660
НАП(на_2П),32,376.0,42.3,1-9СП(к),НАП(к),1602154605
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1602159174
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602164723
НАП(на_1П),45,376.0,30.08,1-9СП(к),НАП(к),1602168999
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602171709
НАП(на_2П),48,376.0,28.2,1-9СП(к),НАП(к),1602175873
НАП(на_1П),46,376.0,29.4261,1-9СП(к),НАП(к),1602179927
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602181201
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1602181691
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602183376
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602184152
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602184675
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1602192067
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1602199189
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602200033
НАП(на_2П),25,376.0,54.144,1-9СП(к),НАП(к),1602200477
НАП(на_2П),21,376.0,64.4571,1-9СП(к),НАП(к),1602208318
НАП(на_2П),20,376.0,67.68,1-9СП(к),НАП(к),1602214438
НАП(на_1П),40,376.0,33.84,1-9СП(к),НАП(к),1602216189
НАП(на_2П),26,376.0,52.0615,1-9СП(к),НАП(к),1602217011
НАП(на_3П),34,376.0,39.8118,1-9СП(к),НАП(к),1602217482
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1602217893
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602218270
НАП(на_2П),26,376.0,52.0615,1-9СП(к),НАП(к),1602220838
НАП(на_2П),31,376.0,43.6645,1-9СП(к),НАП(к),1602222401
НАП(на_3П),30,376.0,45.12,1-9СП(к),НАП(к),1602229451
НАП(на_3П),28,376.0,48.3429,1-9СП(к),НАП(к),1602233829
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602239896
НАП(на_2П),24,376.0,56.4,1-9СП(к),НАП(к),1602241245
НАП(на_2П),36,376.0,37.6,1-9СП(к),НАП(к),1602241658
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602245631
НАП(на_2П),22,376.0,61.5273,1-9СП(к),НАП(к),1602251328
НАП(на_3П),52,376.0,26.0308,1-9СП(к),НАП(к),1602253450
НАП(на_2П),23,376.0,58.8522,1-9СП(к),НАП(к),1602256579
НАП(на_2П),61,376.0,22.1902,1-9СП(к),НАП(к),1602262387
НАП(на_2П),30,376.0,45.12,1-9СП(к),НАП(к),1602265608
НАП(на_1П),39,376.0,34.7077,1-9СП(к),НАП(к),1602266225
